image_id,non_seg,seg,label
ANG005996,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG005996.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG005996.jpg,
ANG006057,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006057.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006057.jpg,
ANG006098,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006098.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006098.jpg,
ANG006129,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006129.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006129.jpg,
ANG006135,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006135.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006135.jpg,
ANG006136,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006136.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006136.jpg,
ANG006212,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006212.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006212.jpg,
ANG006235,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006235.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006235.jpg,
ANG006312,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006312.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006312.jpg,
ANG006430,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006430.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006430.jpg,
ANG006433,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006433.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006433.jpg,
ANG006460,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006460.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006460.jpg,
ANG006478,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006478.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006478.jpg,
ANG006480,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006480.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006480.jpg,
ANG006495,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006495.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006495.jpg,
ANG006643,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006643.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006643.jpg,
ANG006690,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006690.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006690.jpg,
ANG006693,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006693.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006693.jpg,
ANG006732,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006732.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006732.jpg,
ANG006752,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006752.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006752.jpg,
ANG006795,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006795.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006795.jpg,
ANG006929,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006929.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006929.jpg,
ANG006961,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG006961.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG006961.jpg,
ANG007029,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007029.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007029.jpg,
ANG007040,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007040.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007040.jpg,
ANG007097,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007097.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007097.jpg,
ANG007255,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007255.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007255.jpg,
ANG007462,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007462.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007462.jpg,
ANG007627,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007627.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007627.jpg,
ANG007656,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007656.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007656.jpg,
ANG007663,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007663.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007663.jpg,
ANG007770,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007770.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007770.jpg,
ANG007830,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007830.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007830.jpg,
ANG007947,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG007947.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG007947.jpg,
ANG008037,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008037.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008037.jpg,
ANG008057,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008057.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008057.jpg,
ANG008065,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008065.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008065.jpg,
ANG008071,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008071.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008071.jpg,
ANG008090,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008090.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008090.jpg,
ANG008093,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008093.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008093.jpg,
ANG008150,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008150.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008150.jpg,
ANG008251,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008251.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008251.jpg,
ANG008332,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG008332.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG008332.jpg,
ANG011429,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG011429.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG011429.jpg,
ANG015003,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015003.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015003.jpg,
ANG015023,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015023.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015023.jpg,
ANG015035,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015035.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015035.jpg,
ANG015189,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015189.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015189.jpg,
ANG015193,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015193.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015193.jpg,
ANG015260,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015260.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015260.jpg,
ANG015263,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015263.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015263.jpg,
ANG015279,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015279.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015279.jpg,
ANG015284,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015284.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015284.jpg,
ANG015321,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015321.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015321.jpg,
ANG015325,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015325.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015325.jpg,
ANG015361,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015361.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015361.jpg,
ANG015384,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015384.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015384.jpg,
ANG015386,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015386.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015386.jpg,
ANG015451,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015451.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015451.jpg,
ANG015482,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015482.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015482.jpg,
ANG015531,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015531.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015531.jpg,
ANG015579,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015579.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015579.jpg,
ANG015605,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015605.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015605.jpg,
ANG015667,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015667.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015667.jpg,
ANG015672,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015672.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015672.jpg,
ANG015692,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015692.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015692.jpg,
ANG015700,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015700.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015700.jpg,
ANG015746,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015746.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015746.jpg,
ANG015754,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015754.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015754.jpg,
ANG015892,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015892.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015892.jpg,
ANG015930,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015930.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015930.jpg,
ANG015936,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015936.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015936.jpg,
ANG015978,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015978.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015978.jpg,
ANG015997,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG015997.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG015997.jpg,
ANG016046,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG016046.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG016046.jpg,
ANG016057,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG016057.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG016057.jpg,
ANG016071,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG016071.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG016071.jpg,
ANG016137,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG016137.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG016137.jpg,
ANG016296,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG016296.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG016296.jpg,
ANG029496,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG029496.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG029496.jpg,
ANG041274,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG041274.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG041274.jpg,
ANG070399,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG070399.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG070399.jpg,
ANG071222,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071222.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071222.jpg,
ANG071397,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071397.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071397.jpg,
ANG071489,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071489.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071489.jpg,
ANG071527,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071527.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071527.jpg,
ANG071608,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071608.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071608.jpg,
ANG071622,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071622.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071622.jpg,
ANG071659,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071659.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071659.jpg,
ANG071692,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071692.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071692.jpg,
ANG071718,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071718.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071718.jpg,
ANG071786,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071786.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071786.jpg,
ANG071799,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071799.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071799.jpg,
ANG071967,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071967.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071967.jpg,
ANG071983,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG071983.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG071983.jpg,
ANG081019,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081019.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081019.jpg,
ANG081056,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081056.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081056.jpg,
ANG081284,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081284.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081284.jpg,
ANG081327,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081327.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081327.jpg,
ANG081466,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081466.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081466.jpg,
ANG081488,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081488.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081488.jpg,
ANG081760,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081760.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081760.jpg,
ANG081775,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081775.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081775.jpg,
ANG081803,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\ANG081803.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/ANG081803.jpg,
