image_id,non_seg,seg,label
ANG005510,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005510.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005510.jpg,
ANG005659,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005659.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005659.jpg,
ANG005673,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005673.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005673.jpg,
ANG005751,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005751.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005751.jpg,
ANG005828,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005828.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005828.jpg,
ANG005851,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005851.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005851.jpg,
ANG005906,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005906.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005906.jpg,
ANG005996,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG005996.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG005996.jpg,
ANG006057,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006057.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006057.jpg,
ANG006098,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006098.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006098.jpg,
ANG006129,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006129.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006129.jpg,
ANG006135,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006135.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006135.jpg,
ANG006136,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006136.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006136.jpg,
ANG006212,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006212.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006212.jpg,
ANG006235,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006235.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006235.jpg,
ANG006312,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006312.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006312.jpg,
ANG006430,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006430.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006430.jpg,
ANG006433,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006433.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006433.jpg,
ANG006460,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006460.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006460.jpg,
ANG006478,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006478.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006478.jpg,
ANG006480,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006480.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006480.jpg,
ANG006495,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006495.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006495.jpg,
ANG006643,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006643.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006643.jpg,
ANG006690,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006690.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006690.jpg,
ANG006693,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006693.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006693.jpg,
ANG006732,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006732.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006732.jpg,
ANG006752,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006752.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006752.jpg,
ANG006795,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006795.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006795.jpg,
ANG006929,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006929.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006929.jpg,
ANG006961,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG006961.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG006961.jpg,
ANG007029,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007029.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007029.jpg,
ANG007040,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007040.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007040.jpg,
ANG007097,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007097.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007097.jpg,
ANG007255,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007255.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007255.jpg,
ANG007462,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007462.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007462.jpg,
ANG007627,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007627.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007627.jpg,
ANG007656,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007656.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007656.jpg,
ANG007663,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007663.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007663.jpg,
ANG007770,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007770.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007770.jpg,
ANG007830,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007830.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007830.jpg,
ANG007947,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG007947.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG007947.jpg,
ANG008037,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008037.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008037.jpg,
ANG008057,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008057.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008057.jpg,
ANG008065,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008065.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008065.jpg,
ANG008071,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008071.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008071.jpg,
ANG008090,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008090.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008090.jpg,
ANG008093,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008093.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008093.jpg,
ANG008150,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008150.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008150.jpg,
ANG008251,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008251.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008251.jpg,
ANG008332,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG008332.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG008332.jpg,
ANG011429,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG011429.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG011429.jpg,
ANG015003,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015003.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015003.jpg,
ANG015023,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015023.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015023.jpg,
ANG015035,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015035.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015035.jpg,
ANG015189,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015189.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015189.jpg,
ANG015193,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015193.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015193.jpg,
ANG015260,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015260.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015260.jpg,
ANG015263,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015263.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015263.jpg,
ANG015279,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015279.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015279.jpg,
ANG015284,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015284.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015284.jpg,
ANG015321,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015321.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015321.jpg,
ANG015325,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015325.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015325.jpg,
ANG015361,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015361.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015361.jpg,
ANG015384,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015384.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015384.jpg,
ANG015386,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015386.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015386.jpg,
ANG015451,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015451.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015451.jpg,
ANG015482,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015482.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015482.jpg,
ANG015531,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015531.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015531.jpg,
ANG015579,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015579.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015579.jpg,
ANG015605,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015605.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015605.jpg,
ANG015667,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015667.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015667.jpg,
ANG015672,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015672.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015672.jpg,
ANG015692,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015692.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015692.jpg,
ANG015700,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015700.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015700.jpg,
ANG015746,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015746.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015746.jpg,
ANG015754,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015754.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015754.jpg,
ANG015892,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015892.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015892.jpg,
ANG015930,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015930.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015930.jpg,
ANG015936,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015936.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015936.jpg,
ANG015978,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015978.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015978.jpg,
ANG015997,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG015997.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG015997.jpg,
ANG016046,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG016046.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG016046.jpg,
ANG016057,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG016057.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG016057.jpg,
ANG016071,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG016071.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG016071.jpg,
ANG016137,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG016137.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG016137.jpg,
ANG016296,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG016296.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG016296.jpg,
ANG029496,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG029496.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG029496.jpg,
ANG041274,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG041274.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG041274.jpg,
ANG070399,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG070399.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG070399.jpg,
ANG071222,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071222.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071222.jpg,
ANG071397,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071397.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071397.jpg,
ANG071489,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071489.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071489.jpg,
ANG071527,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071527.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071527.jpg,
ANG071608,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071608.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071608.jpg,
ANG071622,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071622.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071622.jpg,
ANG071659,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071659.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071659.jpg,
ANG071692,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071692.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071692.jpg,
ANG071718,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071718.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071718.jpg,
ANG071786,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071786.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071786.jpg,
ANG071799,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071799.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071799.jpg,
ANG071967,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071967.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071967.jpg,
ANG071983,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG071983.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG071983.jpg,
ANG081019,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081019.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081019.jpg,
ANG081056,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081056.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081056.jpg,
ANG081284,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081284.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081284.jpg,
ANG081327,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081327.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081327.jpg,
ANG081466,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081466.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081466.jpg,
ANG081488,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081488.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081488.jpg,
ANG081760,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081760.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081760.jpg,
ANG081775,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081775.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081775.jpg,
ANG081803,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081803.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081803.jpg,
ANG081856,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG081856.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG081856.jpg,
ANG082160,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG082160.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG082160.jpg,
ANG082196,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG082196.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG082196.jpg,
ANG083147,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/ANG083147.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/ANG083147.jpg,
AUR03928,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/AUR03928.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/AUR03928.jpg,1.0
AUR03929,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/AUR03929.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/AUR03929.jpg,1.0
AUR03991,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/AUR03991.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/AUR03991.jpg,1.0
AUT020428,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/AUT020428.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/AUT020428.jpg,
AV0009941,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000/AV0009941.jpg,./Data_Projet_Complet/Data_Projet/mission_herbonaute_2000_seg_black/AV0009941.jpg,
